customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TotalIntlCalls;TotalDayCalls;TotalEveMinutes;TotalIntlMinutes;TotalDayMinutes;TotalEveCalls;NumbervMailMessages;CustomerServiceCalls;InternationalPlan;TotalCall;VoiceMailPlan;TotalNightCalls;TotalNightMinutes;Churn
2996-XAUVF;Male;0;No;No;70;No;No phone service;DSL;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,05;2799,75;;;;;;;;;;;;;;No
4927-WWOOZ;Male;0;Yes;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;91,45;171,45;;;;;;;;;;;;;;No
1047-NNCBF;Male;0;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);70,55;1493,55;3;86;220,1;6;190,6;122;28;3;No;294;Yes;80;180,3;No
2275-RBYQS;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,4;45,4;1;87;236,8;11,9;196,1;66;0;0;No;229;No;75;182,3;No
2883-ILGWO;Male;1;No;No;57;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,9;5913,95;;;;;;;;;;;;;;No
2885-HIJDH;Male;0;Yes;Yes;69;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86,9;6194,1;;;;;;;;;;;;;;No
4851-BQDNX;Male;0;Yes;Yes;40;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;85,05;3355,65;4;79;235,3;8,7;155,2;123;0;1;No;287;No;80;169,4;No
5049-GLYVG;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,6;20,6;;;;;;;;;;;;;;Yes
5028-GZLDO;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);70,7;140,7;2;108;259,9;10,7;245,3;140;0;3;No;368;No;115;204,3;Yes
1766-GKNMI;Male;0;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,9;2516,2;2;101;212;4,9;141;85;25;3;No;329;Yes;138;175,2;No
3987-KQDDU;Male;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;75,6;661,55;8;132;249,7;12,6;165;86;0;1;No;355;No;128;170,3;No
4583-PARNH;Male;1;Yes;No;16;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;91,55;1540,05;6;82;197,4;8,6;105,3;109;28;2;No;290;Yes;91;187,5;No
5876-HZVZM;Female;0;Yes;Yes;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);55,9;365,35;;;;;;;;;;;;;;Yes
9140-CZQZZ;Female;0;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79,6;5515,8;1;97;186,3;12,7;194,5;131;0;2;No;337;No;106;178,3;No
5640-CAXOA;Female;0;No;No;30;No;No phone service;DSL;No;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);40,35;1187,05;;;;;;;;;;;;;;No
2282-YGNOR;Female;0;No;No;29;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);58;1734,5;4;107;319;7,3;123,8;125;0;2;No;316;No;78;237,6;No
2984-AFWNC;Female;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;95,4;293,15;15;105;197,3;9,2;150,7;133;0;1;No;370;No;116;169;No
3571-DPYUH;Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Credit card (automatic);94,7;5430,35;6;67;248;7,8;227,4;115;0;1;No;298;No;109;61,4;No
5828-AVIPD;Male;0;Yes;Yes;19;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;100,95;1875,55;;;;;;;;;;;;;;Yes
4745-LSPLO;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,5;20,5;;;;;;;;;;;;;;Yes
5835-BEQEU;Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,95;228,4;;;;;;;;;;;;;;Yes
1442-OKRJE;Male;0;Yes;Yes;66;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,15;7031,3;4;110;188,5;8;155,4;104;29;3;No;339;Yes;118;254,9;No
0529-ONKER;Male;1;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,65;1146,65;;;;;;;;;;;;;;Yes
4936-YPJNK;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,9;199,45;4;59;287,9;9,2;145,6;131;0;2;No;317;No;121;181,7;No
1837-YQUCE;Female;0;No;No;70;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);58,35;4214,25;;;;;;;;;;;;;;No
2371-JQHZZ;Male;0;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93;2248,05;;;;;;;;;;;;;;No
4480-QQRHC;Female;1;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,05;600,15;4;104;155;12,1;218,7;144;33;1;No;370;Yes;117;99;No
4226-KKDON;Male;0;No;No;8;Yes;No;DSL;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;66,65;520,95;2;107;196,5;7,8;146,4;99;0;1;No;315;No;106;230,1;No
3324-OIRTO;Male;0;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,65;7288,4;5;81;287,3;6,5;153,5;115;0;2;No;288;No;85;230,2;No
5158-RIVOP;Female;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,9;202,3;3;93;183;8,5;166,5;92;22;0;No;290;Yes;102;121;No
1541-ETJZO;Male;0;No;No;1;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;62,05;62,05;;;;;;;;;;;;;;Yes
0357-NVCRI;Female;0;No;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,05;471,7;5;117;164,2;9,4;210,6;103;0;0;No;293;No;68;201,4;No
9546-KDTRB;Female;0;No;No;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);24,7;465,85;;;;;;;;;;;;;;No
2898-MRKPI;Male;0;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);101,05;6770,5;;;;;;;;;;;;;;No
0508-SQWPL;Female;0;Yes;Yes;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,1;1087,7;4;92;250,2;10,8;139,6;115;0;1;No;291;No;79;158,1;No
9670-BPNXF;Female;0;No;No;45;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);62,55;2796,45;0;101;137,9;0;288,1;93;0;0;No;282;No;88;206,5;No
2672-TGEFF;Female;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;88,8;3340,55;0;128;187;0;107,9;77;0;0;No;300;No;95;218,5;No
2985-JUUBZ;Male;0;Yes;Yes;40;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;74,55;3015,75;1;85;223,1;9,5;160,6;79;21;2;No;259;Yes;92;124;No
2754-SDJRD;Female;1;No;No;8;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100,15;908,55;;;;;;;;;;;;;;No
5148-ORICT;Female;0;Yes;No;64;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;74,35;4759,55;3;123;161,3;11,4;174;115;0;2;Yes;341;No;98;260,7;No
6285-FTQBF;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,55;1867,7;;;;;;;;;;;;;;No
2386-OWURY;Female;0;No;No;58;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95,3;5817,7;2;85;151,2;8,5;161,9;82;35;1;No;301;Yes;131;191;No
5394-SVGJV;Male;0;No;No;37;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);98,8;3475,55;;;;;;;;;;;;;;Yes
9692-TUSXH;Female;0;No;No;18;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1740,7;;;;;;;;;;;;;;Yes
6173-GOLSU;Male;1;Yes;No;67;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94,65;6079;;;;;;;;;;;;;;No
0872-CASZJ;Male;0;Yes;No;59;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Mailed check;69,1;4096,9;;;;;;;;;;;;;;No
2070-XYMFH;Female;1;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;79,35;1835,3;;;;;;;;;;;;;;No
2858-EIMXH;Female;1;Yes;No;53;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);95,85;5016,25;;;;;;;;;;;;;;No
1320-REHCS;Male;1;No;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;110,75;5832;;;;;;;;;;;;;;No
0784-ZQJZX;Male;0;No;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,9;1529,65;5;80;165;10,7;134,2;71;0;0;Yes;258;No;102;173,1;No
1262-OPMFY;Female;0;Yes;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,75;655,9;4;73;287,3;13,8;236,4;120;0;1;No;292;No;94;192;Yes
5600-PDUJF;Male;0;No;No;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);49,5;312,7;7;107;318,7;11,1;142,4;78;0;1;No;301;No;108;224,1;No
7254-IQWOZ;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,65;69,65;;;;;;;;;;;;;;Yes
7026-YMSBE;Male;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,7;625,05;4;78;249,6;14,2;98,4;129;0;1;No;326;No;114;248,2;No
2192-OZITF;Female;0;No;No;45;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Two year;No;Mailed check;73,55;3349,1;;;;;;;;;;;;;;No
7654-YWJUF;Male;0;Yes;No;43;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);84,25;3539,25;2;98;155,2;15;170,2;102;0;1;No;279;No;76;228,6;No
5977-CKHON;Female;0;Yes;Yes;43;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);92,55;4039;;;;;;;;;;;;;;No
4315-MURBD;Female;0;No;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98,9;1120,95;6;119;190,4;11,1;271,4;102;0;4;No;349;No;118;284,7;Yes
6518-KZXCB;Male;0;No;No;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,25;566,5;;;;;;;;;;;;;;No
4250-ZBWLV;Male;0;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;108,45;7176,55;;;;;;;;;;;;;;Yes
9122-UMROB;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,3;20,3;3;98;153,1;7,1;171,5;127;35;0;No;353;Yes;125;165,6;No
9965-YOKZB;Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,85;790,15;;;;;;;;;;;;;;Yes
9970-QBCDA;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,7;129,55;2;71;205,1;5,9;168,6;48;0;3;No;212;No;88;175,8;No
2256-YLYLP;Male;0;Yes;Yes;68;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);72,95;4953,25;7;80;143,3;11,7;219,9;117;0;1;No;274;No;69;130,6;No
3441-CGZJH;Female;0;Yes;Yes;43;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);60,4;2640,55;;;;;;;;;;;;;;No
2250-IVBWA;Male;0;Yes;Yes;64;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;81,05;5135,35;3;87;197,6;12,2;251,6;118;33;2;No;307;Yes;97;209,2;No
6859-RKMZJ;Male;0;Yes;No;11;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);55,05;608,15;4;107;212;13,2;230,1;120;0;1;No;351;No;119;174,9;No
8035-PWSEV;Female;0;No;No;6;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,25;487,05;3;91;155,8;8,5;160,8;82;0;1;No;280;No;103;254,3;No
0023-HGHWL;Male;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,1;25,1;;;;;;;;;;;;;;Yes
0804-XBFBV;Female;0;No;Yes;11;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25,2;321,05;;;;;;;;;;;;;;No
6532-YLWSI;Female;0;Yes;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,8;1021,8;;;;;;;;;;;;;;Yes
8350-NYMVI;Female;0;No;No;39;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);41,1;1597,05;;;;;;;;;;;;;;No
6619-RPLQZ;Female;0;Yes;Yes;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,85;892,15;4;105;224,6;9;212,4;118;0;1;No;333;No;105;221,3;No
3457-PQBYH;Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,3;1160,75;2;98;210,5;7,7;207,9;96;0;2;No;312;No;114;109,6;No
8837-VVWLQ;Female;0;No;No;8;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;84,95;668,4;;;;;;;;;;;;;;Yes
2266-FUBDZ;Male;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,35;278,85;3;116;192,4;10,1;162,3;86;0;2;No;307;No;100;240,6;No
5671-RQRLP;Female;1;Yes;No;70;Yes;Yes;Fiber optic;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);75,65;5411,4;2;114;146;8,8;224,4;106;22;1;No;321;Yes;98;241,4;No
5803-NQJZO;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);67,8;4804,65;;;;;;;;;;;;;;No
7596-ZYWBB;Female;0;No;No;65;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;59,6;3739,8;4;88;209,3;14,5;205,9;86;0;2;No;264;No;84;289,9;No
1932-UEDCX;Male;1;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,6;3270,25;;;;;;;;;;;;;;No
7929-SKFGK;Male;0;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);114,3;8244,3;;;;;;;;;;;;;;No
2207-QPJED;Female;1;Yes;No;37;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;90;3371,75;3;71;48,1;8,9;128,2;78;0;0;No;232;No;80;116,3;No
5118-MUEYH;Female;0;Yes;No;48;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105,1;5083,55;;;;;;;;;;;;;;No
3719-TDVQB;Female;1;Yes;No;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;18,95;1031,1;9;88;141;7,1;240;117;0;1;No;352;No;137;128,9;No
1548-FEHVL;Male;0;Yes;No;61;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,2;6375,2;;;;;;;;;;;;;;No
8513-OLYGY;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,8;8332,15;;;;;;;;;;;;;;No
8125-QPFJD;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,9;6065,3;;;;;;;;;;;;;;No
8775-CEBBJ;Female;0;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);44,2;403,35;;;;;;;;;;;;;;Yes
4549-ZDQYY;Female;0;No;No;52;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);57,95;3042,25;5;120;162,6;13,2;211,3;122;0;3;No;368;No;118;134,7;No
5913-INRQV;Male;1;Yes;No;34;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;90,15;3128,8;6;86;277,5;12,2;170,5;88;0;1;No;298;No;117;162,5;No
5071-FBJFS;Female;0;Yes;Yes;4;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50,3;217,1;7;79;265,1;15,6;213,8;93;0;0;No;307;No;128;239,8;No
6650-BWFRT;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);117,15;8529,5;;;;;;;;;;;;;;No
3845-JHAMY;Female;0;Yes;Yes;16;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);35,5;552,7;;;;;;;;;;;;;;No
5129-HHMZC;Female;0;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,45;3574,5;;;;;;;;;;;;;;No
0877-SDMBN;Female;0;No;No;54;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,95;5639,05;;;;;;;;;;;;;;Yes
7501-VTYLJ;Female;0;No;Yes;2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;51,55;106,2;6;100;161,7;13;190,6;104;0;1;Yes;347;No;136;189,9;No
0704-VCUMB;Female;0;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,25;1278,8;9;109;159,4;12,1;176,1;81;24;0;No;293;Yes;94;269,1;No
2926-JEJJC;Female;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,2;140,95;4;110;267,1;8,9;148,4;90;0;0;No;305;No;101;151,5;No
2501-XWWTZ;Male;0;No;No;11;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,2;760,05;6;110;291,3;11;199;111;36;1;Yes;320;Yes;92;197,6;No
4476-OSWTN;Male;1;Yes;No;69;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;110,55;7610,1;;;;;;;;;;;;;;No
1986-PHGZF;Male;1;No;No;18;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);58,4;964,9;;;;;;;;;;;;;;No
6243-OZGFH;Female;0;No;No;23;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44,95;996,85;;;;;;;;;;;;;;No
4081-DYXAV;Female;0;No;No;19;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);44,85;893,55;;;;;;;;;;;;;;Yes
3721-WKIIL;Female;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,6;561,15;2;113;78,9;11,8;254,3;104;0;2;No;290;No;69;153,2;No
5590-YRFJT;Female;0;Yes;No;20;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,45;482,8;;;;;;;;;;;;;;Yes
4616-EWBNJ;Female;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,1;318,6;0;90;197,5;0;132;75;0;3;No;282;No;114;175,8;No
5917-RYRMG;Male;1;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,8;587,7;3;121;256,4;12,6;107,5;46;0;2;No;303;No;131;247,2;No
8374-UULRV;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,05;6309,65;4;95;149,2;11;187,8;143;0;2;No;357;No;113;201,4;No
6960-HVYXR;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;76;76;;;;;;;;;;;;;;Yes
1904-WAJAA;Female;0;Yes;Yes;24;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Electronic check;64,35;1558,65;;;;;;;;;;;;;;No
4191-XOVOM;Male;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;105,4;6713,2;;;;;;;;;;;;;;No
0620-DLSLK;Female;0;No;No;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;81,9;1028,9;5;83;163,4;11,6;299,5;84;33;0;No;260;Yes;88;146,7;No
0907-HQNTS;Female;1;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);113;7987,6;;;;;;;;;;;;;;No
0128-MKWSG;Female;0;No;Yes;26;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;45,8;1147;;;;;;;;;;;;;;No
1728-BQDMA;Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44,45;82,7;3;121;290,3;10,8;76,1;73;0;0;No;286;No;89;236,9;No
6543-XRMYR;Female;1;No;No;30;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,7;2967,35;;;;;;;;;;;;;;Yes
3893-JRNFS;Male;0;No;No;68;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);39,9;2796,35;;;;;;;;;;;;;;No
7277-KAMWT;Male;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20;268,45;7;78;109,7;6,8;146;79;0;0;No;272;No;108;247,4;No
2632-UCGVD;Male;1;Yes;No;66;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100,05;6871,9;;;;;;;;;;;;;;Yes
8006-PYCSW;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,1;39,8;4;105;204;9,1;82,6;99;0;1;No;331;No;122;224,2;No
0637-YLETY;Female;0;No;No;16;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);95,6;1555,65;;;;;;;;;;;;;;Yes
8628-MFKAX;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);116,75;8277,05;;;;;;;;;;;;;;No
2506-TNFCO;Female;1;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,55;69,55;;;;;;;;;;;;;;Yes
3981-QSVQI;Male;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19,7;168,9;15;69;285,9;9,4;150;73;0;0;Yes;278;No;121;190,6;No
4585-HETAI;Female;0;Yes;Yes;4;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;73,75;325,45;6;87;276,3;8,6;90;113;32;2;No;315;Yes;107;185,2;Yes
3774-VBNXY;Female;0;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,2;1277,75;4;97;169,9;11,4;192,1;94;0;1;No;250;No;54;166,6;No
7138-GIRSH;Male;0;No;No;50;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);69,5;3418,2;5;84;163,6;11,8;161,4;88;0;1;No;299;No;121;153,2;No
5859-HZYLF;Male;0;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,15;515,75;2;75;195,3;5,9;133,7;87;0;0;No;253;No;89;280,5;No
6625-UTXEW;Female;0;Yes;No;12;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;51,25;612,1;4;68;158,6;9,4;214,7;138;0;2;No;326;No;114;123,4;No
0114-PEGZZ;Female;0;No;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;107,55;3645,5;;;;;;;;;;;;;;No
2211-RMNHO;Female;0;Yes;Yes;68;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);85,3;5560;;;;;;;;;;;;;;No
0899-LIIBW;Male;0;Yes;No;34;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;100,85;3527,3;;;;;;;;;;;;;;No
